#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABAT	GATM	9606.ENSP00000379845	9606.ENSP00000379895	0.079	0	0	0	0.087	0	0.800	0.145	0.837
ABAT	ALDH3B1	9606.ENSP00000379845	9606.ENSP00000473990	0.053	0	0	0	0.110	0.200	0.900	0.117	0.929
ABAT	ALDH3A1	9606.ENSP00000379845	9606.ENSP00000411821	0.053	0	0	0	0.110	0.200	0.900	0.117	0.929
ABAT	ALDH6A1	9606.ENSP00000379845	9606.ENSP00000450436	0	0	0	0	0.185	0	0.900	0.578	0.962
ABAT	ALDH7A1	9606.ENSP00000379845	9606.ENSP00000387123	0.053	0	0	0	0.110	0.839	0.900	0.162	0.986
ABCA1	CYP51A1	9606.ENSP00000363868	9606.ENSP00000003100	0	0	0	0	0	0.056	0	0.403	0.413
ABCA1	SULT2B1	9606.ENSP00000363868	9606.ENSP00000201586	0	0	0	0	0	0	0	0.497	0.497
ABCA1	SIRT1	9606.ENSP00000363868	9606.ENSP00000212015	0	0	0	0	0.056	0.058	0	0.468	0.486
ABCA1	PON1	9606.ENSP00000363868	9606.ENSP00000222381	0	0	0	0	0	0	0	0.616	0.616
ABCA1	MPO	9606.ENSP00000363868	9606.ENSP00000225275	0	0	0	0	0	0	0	0.475	0.475
ABCA1	CCL2	9606.ENSP00000363868	9606.ENSP00000225831	0	0	0	0	0.085	0	0	0.529	0.550
ABCA1	GAPDH	9606.ENSP00000363868	9606.ENSP00000229239	0	0	0	0	0	0	0	0.512	0.512
ABCA1	APOA1	9606.ENSP00000363868	9606.ENSP00000236850	0	0	0	0	0.062	0.686	0.800	0.991	0.999
ABCA1	TTR	9606.ENSP00000363868	9606.ENSP00000237014	0	0	0	0	0.062	0.157	0	0.434	0.513
ABCA1	IAPP	9606.ENSP00000363868	9606.ENSP00000240652	0	0	0	0	0	0	0	0.672	0.672
ABCA1	LRP1	9606.ENSP00000363868	9606.ENSP00000243077	0	0	0	0	0.084	0	0	0.530	0.551
ABCA1	CANX	9606.ENSP00000363868	9606.ENSP00000247461	0	0	0	0	0.062	0.270	0	0.592	0.696
ABCA1	APOE	9606.ENSP00000363868	9606.ENSP00000252486	0	0	0	0	0.063	0	0	0.983	0.983
ABCA1	NR1H2	9606.ENSP00000363868	9606.ENSP00000253727	0	0	0	0	0.062	0.681	0.800	0.838	0.989
ABCA1	CRP	9606.ENSP00000363868	9606.ENSP00000255030	0	0	0	0	0.062	0	0	0.470	0.481
ABCA1	FABP4	9606.ENSP00000363868	9606.ENSP00000256104	0	0	0	0	0.062	0	0	0.430	0.442
ABCA1	CYP27A1	9606.ENSP00000363868	9606.ENSP00000258415	0	0	0	0	0.085	0.056	0	0.650	0.672
ABCA1	TLR2	9606.ENSP00000363868	9606.ENSP00000260010	0	0	0	0	0.085	0.056	0	0.392	0.429
ABCA1	TTPA	9606.ENSP00000363868	9606.ENSP00000260116	0	0	0	0	0.062	0.057	0	0.627	0.642
ABCA1	SCARB1	9606.ENSP00000363868	9606.ENSP00000261693	0	0	0	0	0.062	0	0	0.934	0.935
ABCA1	SPTLC1	9606.ENSP00000363868	9606.ENSP00000262554	0	0	0	0	0.062	0.501	0	0.519	0.755
ABCA1	IL1B	9606.ENSP00000363868	9606.ENSP00000263341	0	0	0	0	0.066	0	0	0.560	0.572
ABCA1	ABCB11	9606.ENSP00000363868	9606.ENSP00000263817	0	0	0	0.544	0.063	0.135	0	0.686	0.414
ABCA1	ICAM1	9606.ENSP00000363868	9606.ENSP00000264832	0	0	0	0	0	0	0	0.462	0.462
ABCA1	CPT1A	9606.ENSP00000363868	9606.ENSP00000265641	0	0	0	0	0.062	0	0	0.636	0.644
ABCA1	SQLE	9606.ENSP00000363868	9606.ENSP00000265896	0	0	0	0	0	0.062	0	0.496	0.507
ABCA1	IDE	9606.ENSP00000363868	9606.ENSP00000265986	0	0	0	0	0.062	0	0	0.396	0.409
ABCA1	APP	9606.ENSP00000363868	9606.ENSP00000284981	0	0	0	0	0.065	0	0	0.579	0.589
ABCA1	PPARG	9606.ENSP00000363868	9606.ENSP00000287820	0	0	0	0	0	0.060	0	0.725	0.730
ABCA1	HMGCR	9606.ENSP00000363868	9606.ENSP00000287936	0	0	0	0	0.062	0	0	0.784	0.790
ABCA1	NPC1L1	9606.ENSP00000363868	9606.ENSP00000289547	0	0	0	0	0.064	0.060	0	0.729	0.741
ABCA1	VCAM1	9606.ENSP00000363868	9606.ENSP00000294728	0	0	0	0	0.092	0	0	0.546	0.570
ABCA1	ALB	9606.ENSP00000363868	9606.ENSP00000295897	0	0	0	0	0.062	0	0	0.560	0.570
ABCA1	NOS3	9606.ENSP00000363868	9606.ENSP00000297494	0	0	0	0	0.062	0.169	0	0.471	0.552
ABCA1	ALDH1A1	9606.ENSP00000363868	9606.ENSP00000297785	0	0	0	0	0.052	0	0	0.477	0.483
ABCA1	HDAC3	9606.ENSP00000363868	9606.ENSP00000302967	0	0	0	0	0.062	0.057	0.900	0.091	0.908
ABCA1	ABCC8	9606.ENSP00000363868	9606.ENSP00000303960	0	0	0	0	0.083	0.135	0	0.362	0.450
ABCA1	FASN	9606.ENSP00000363868	9606.ENSP00000304592	0	0	0	0	0	0	0	0.583	0.583
ABCA1	LPL	9606.ENSP00000363868	9606.ENSP00000309757	0	0	0	0	0.058	0	0	0.683	0.688
ABCA1	PPARD	9606.ENSP00000363868	9606.ENSP00000310928	0	0	0	0	0.060	0.060	0	0.428	0.450
ABCA1	BACE1	9606.ENSP00000363868	9606.ENSP00000318585	0	0	0	0	0.063	0	0	0.401	0.414
ABCA1	SLC2A4	9606.ENSP00000363868	9606.ENSP00000320935	0	0	0	0	0.062	0.056	0	0.410	0.432
ABCA1	LPA	9606.ENSP00000363868	9606.ENSP00000321334	0	0	0	0	0.056	0.056	0	0.853	0.857
ABCA1	NR1I2	9606.ENSP00000363868	9606.ENSP00000336528	0	0	0	0	0	0.060	0	0.457	0.467
ABCA1	SNCA	9606.ENSP00000363868	9606.ENSP00000338345	0	0	0	0	0	0	0	0.448	0.448
ABCA1	DHCR7	9606.ENSP00000363868	9606.ENSP00000347717	0	0	0	0	0	0	0	0.480	0.480
ABCA1	ABCG1	9606.ENSP00000363868	9606.ENSP00000354995	0	0	0	0.563	0.062	0	0	0.961	0.455
ABCA1	SOAT1	9606.ENSP00000363868	9606.ENSP00000356591	0	0	0	0	0	0.059	0	0.608	0.616
ABCA1	APOA2	9606.ENSP00000363868	9606.ENSP00000356969	0	0	0	0	0	0	0	0.745	0.746
ABCA1	MMP9	9606.ENSP00000363868	9606.ENSP00000361405	0	0	0	0	0.062	0	0	0.392	0.405
ABCA1	TLR4	9606.ENSP00000363868	9606.ENSP00000363089	0	0	0	0	0.107	0.056	0	0.521	0.561
ABCA1	RXRB	9606.ENSP00000363868	9606.ENSP00000363817	0	0	0	0	0.054	0.060	0.900	0.268	0.926
ABCA1	ABCB5	9606.ENSP00000363868	9606.ENSP00000384881	0	0	0	0.544	0.063	0.135	0	0.680	0.412
ABCA1	GMDS	9606.ENSP00000363868	9606.ENSP00000370194	0	0	0	0	0	0	0	0.418	0.418
ABCA1	ACSL1	9606.ENSP00000363868	9606.ENSP00000422607	0	0	0	0	0.063	0.062	0	0.395	0.422
ABCA1	ABCC1	9606.ENSP00000363868	9606.ENSP00000382342	0	0	0	0.540	0.083	0.135	0	0.677	0.425
ABCA1	LSS	9606.ENSP00000363868	9606.ENSP00000380837	0	0	0	0	0	0	0	0.430	0.430
ABCA1	RHOA	9606.ENSP00000363868	9606.ENSP00000400175	0	0	0	0	0	0.094	0	0.410	0.442
ABCA1	IL10	9606.ENSP00000363868	9606.ENSP00000412237	0	0	0	0	0	0	0	0.450	0.450
ABCA1	FDFT1	9606.ENSP00000363868	9606.ENSP00000480828	0	0	0	0	0	0.059	0	0.453	0.464
ABCA1	MMAB	9606.ENSP00000363868	9606.ENSP00000445920	0	0	0	0	0	0	0	0.465	0.465
ABCA1	SLC16A3	9606.ENSP00000363868	9606.ENSP00000463978	0	0	0	0	0	0.057	0	0.481	0.490
ABCA1	AKT1	9606.ENSP00000363868	9606.ENSP00000451828	0	0	0	0	0.062	0.057	0	0.471	0.491
ABCA1	ACACA	9606.ENSP00000363868	9606.ENSP00000483300	0	0	0	0	0.062	0	0	0.539	0.549
ABCA1	MTTP	9606.ENSP00000363868	9606.ENSP00000427679	0	0	0	0	0.063	0	0	0.571	0.581
ABCA1	IL6	9606.ENSP00000363868	9606.ENSP00000385675	0	0	0	0	0.058	0	0	0.594	0.601
ABCA1	INS	9606.ENSP00000363868	9606.ENSP00000380432	0	0	0	0	0	0	0	0.602	0.602
ABCA1	TNF	9606.ENSP00000363868	9606.ENSP00000398698	0	0	0	0	0	0	0	0.607	0.607
ABCA1	NR1H4	9606.ENSP00000363868	9606.ENSP00000447149	0	0	0	0	0.062	0.060	0	0.607	0.623
ABCA1	CROT	9606.ENSP00000363868	9606.ENSP00000413575	0	0	0	0	0	0	0	0.712	0.712
ABCA1	LDLR	9606.ENSP00000363868	9606.ENSP00000454071	0	0	0	0	0	0	0	0.784	0.784
ABCA1	RXRA	9606.ENSP00000363868	9606.ENSP00000419692	0	0	0	0	0.062	0.060	0.800	0.424	0.885
ABCA1	PPARA	9606.ENSP00000363868	9606.ENSP00000385523	0	0	0	0	0.062	0.060	0.900	0.708	0.970
ABCB1	CD4	9606.ENSP00000478255	9606.ENSP00000011653	0	0	0	0	0	0.111	0	0.363	0.409
ABCB1	SLC22A4	9606.ENSP00000478255	9606.ENSP00000200652	0	0.004	0	0	0.049	0.059	0	0.525	0.538
ABCB1	EPOR	9606.ENSP00000478255	9606.ENSP00000222139	0	0	0	0	0	0	0	0.436	0.436
ABCB1	PON1	9606.ENSP00000478255	9606.ENSP00000222381	0	0	0	0	0.063	0	0	0.510	0.521
ABCB1	CYP3A5	9606.ENSP00000478255	9606.ENSP00000222982	0	0	0	0	0.063	0	0	0.883	0.885
ABCB1	CCND1	9606.ENSP00000478255	9606.ENSP00000227507	0	0	0	0	0	0	0	0.458	0.457
ABCB1	GAPDH	9606.ENSP00000478255	9606.ENSP00000229239	0	0	0	0	0.062	0	0	0.576	0.585
ABCB1	NR3C1	9606.ENSP00000478255	9606.ENSP00000231509	0	0	0	0	0	0.056	0	0.391	0.400
ABCB1	OPRD1	9606.ENSP00000478255	9606.ENSP00000234961	0	0	0	0	0.058	0	0	0.408	0.418
ABCB1	ABCG2	9606.ENSP00000478255	9606.ENSP00000237612	0	0	0	0.556	0.091	0.135	0	0.931	0.518
ABCB1	LRP1	9606.ENSP00000478255	9606.ENSP00000243077	0	0	0	0	0	0	0	0.420	0.420
ABCB1	SLC22A5	9606.ENSP00000478255	9606.ENSP00000245407	0	0.004	0	0	0.049	0.059	0	0.522	0.535
ABCB1	APOE	9606.ENSP00000478255	9606.ENSP00000252486	0	0	0	0	0.062	0	0	0.391	0.404
ABCB1	SLCO1B1	9606.ENSP00000478255	9606.ENSP00000256958	0	0	0	0	0.062	0	0	0.806	0.811
ABCB1	GGH	9606.ENSP00000478255	9606.ENSP00000260118	0	0	0	0	0	0	0	0.432	0.432
ABCB1	CYP2C9	9606.ENSP00000478255	9606.ENSP00000260682	0	0	0	0	0.062	0	0	0.713	0.719
ABCB1	PPIG	9606.ENSP00000478255	9606.ENSP00000260970	0	0	0	0	0	0.056	0	0.747	0.751
ABCB1	SLC6A4	9606.ENSP00000478255	9606.ENSP00000261707	0	0	0	0	0	0	0	0.457	0.457
ABCB1	ATP4A	9606.ENSP00000478255	9606.ENSP00000262623	0	0	0	0	0.062	0.063	0	0.479	0.503
ABCB1	MAPK3	9606.ENSP00000478255	9606.ENSP00000263025	0	0	0	0	0.062	0.063	0	0.415	0.441
ABCB1	KDR	9606.ENSP00000478255	9606.ENSP00000263923	0	0	0	0	0.062	0	0	0.391	0.404
ABCB1	EGF	9606.ENSP00000478255	9606.ENSP00000265171	0	0	0	0	0	0	0	0.549	0.550
ABCB1	TP53	9606.ENSP00000478255	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.616	0.960
ABCB1	ERBB2	9606.ENSP00000478255	9606.ENSP00000269571	0	0	0	0	0.062	0	0	0.558	0.568
ABCB1	EGFR	9606.ENSP00000478255	9606.ENSP00000275493	0	0	0	0	0.062	0	0	0.687	0.694
ABCB1	SLC7A11	9606.ENSP00000478255	9606.ENSP00000280612	0	0	0	0	0.050	0.056	0	0.391	0.406
ABCB1	AKR1B1	9606.ENSP00000478255	9606.ENSP00000285930	0	0	0	0	0.145	0.056	0	0.511	0.571
ABCB1	HMGCR	9606.ENSP00000478255	9606.ENSP00000287936	0	0	0	0	0	0.126	0	0.510	0.554
ABCB1	KIT	9606.ENSP00000478255	9606.ENSP00000288135	0	0	0	0	0.062	0	0	0.457	0.468
ABCB1	SLCO2B1	9606.ENSP00000478255	9606.ENSP00000289575	0	0	0	0	0.091	0	0	0.668	0.685
ABCB1	CTBP1	9606.ENSP00000478255	9606.ENSP00000290921	0	0	0	0	0	0	0	0.446	0.446
ABCB1	ALB	9606.ENSP00000478255	9606.ENSP00000295897	0	0	0	0	0.062	0	0	0.587	0.596
ABCB1	ALDH1A1	9606.ENSP00000478255	9606.ENSP00000297785	0	0	0	0	0.100	0	0	0.527	0.556
ABCB1	CYP2A6	9606.ENSP00000478255	9606.ENSP00000301141	0	0	0	0	0.062	0	0	0.524	0.534
ABCB1	SLC22A11	9606.ENSP00000478255	9606.ENSP00000301891	0	0.002	0	0	0.062	0.059	0	0.438	0.461
ABCB1	MGMT	9606.ENSP00000478255	9606.ENSP00000302111	0	0	0	0	0.062	0	0	0.445	0.457
ABCB1	BCL2L1	9606.ENSP00000478255	9606.ENSP00000302564	0	0	0	0	0	0	0	0.501	0.501
ABCB1	FNTA	9606.ENSP00000478255	9606.ENSP00000303423	0	0	0	0	0	0.169	0	0.361	0.446
ABCB1	P2RY12	9606.ENSP00000478255	9606.ENSP00000307259	0	0	0	0	0.076	0	0	0.517	0.534
ABCB1	CASP3	9606.ENSP00000478255	9606.ENSP00000311032	0	0	0	0	0	0	0	0.566	0.566
ABCB1	GSTM1	9606.ENSP00000478255	9606.ENSP00000311469	0	0	0	0	0	0	0	0.505	0.505
ABCB1	TPMT	9606.ENSP00000478255	9606.ENSP00000312304	0	0	0	0	0	0	0	0.507	0.507
ABCB1	TYMS	9606.ENSP00000478255	9606.ENSP00000315644	0	0	0	0	0.063	0	0	0.609	0.618
ABCB1	HSP90AA1	9606.ENSP00000478255	9606.ENSP00000335153	0	0	0	0	0	0.091	0	0.395	0.427
ABCB1	NR1I2	9606.ENSP00000478255	9606.ENSP00000336528	0	0	0	0	0.085	0.056	0	0.739	0.754
ABCB1	CYP3A4	9606.ENSP00000478255	9606.ENSP00000337915	0	0	0	0	0.083	0	0	0.962	0.964
ABCB1	CYP1A2	9606.ENSP00000478255	9606.ENSP00000342007	0	0	0	0	0	0	0	0.640	0.640
ABCB1	CTNNB1	9606.ENSP00000478255	9606.ENSP00000344456	0	0	0	0	0	0.056	0	0.520	0.528
ABCB1	ANXA2	9606.ENSP00000478255	9606.ENSP00000346032	0	0	0	0	0	0	0	0.478	0.479
ABCB1	FN1	9606.ENSP00000478255	9606.ENSP00000346839	0	0	0	0	0.062	0	0	0.477	0.489
ABCB1	CES1	9606.ENSP00000478255	9606.ENSP00000353720	0	0	0	0	0.051	0	0	0.400	0.406
ABCB1	CYP2D6	9606.ENSP00000478255	9606.ENSP00000353820	0	0	0	0	0.062	0	0	0.742	0.748
ABCB1	COMT	9606.ENSP00000478255	9606.ENSP00000354511	0.049	0	0	0	0	0	0	0.602	0.606
ABCB1	TOP1	9606.ENSP00000478255	9606.ENSP00000354522	0	0	0	0	0.062	0.059	0	0.518	0.537
ABCB1	DRD2	9606.ENSP00000478255	9606.ENSP00000354859	0	0	0	0	0	0	0	0.401	0.400
ABCB1	PTGS2	9606.ENSP00000478255	9606.ENSP00000356438	0	0	0	0	0	0	0	0.426	0.426
ABCB1	DPYD	9606.ENSP00000478255	9606.ENSP00000359211	0.059	0	0	0	0.062	0	0	0.512	0.532
ABCB1	ABCC2	9606.ENSP00000478255	9606.ENSP00000359478	0	0	0	0.597	0.065	0.056	0	0.888	0.407
ABCB1	JUN	9606.ENSP00000478255	9606.ENSP00000360266	0	0	0	0	0	0.058	0	0.409	0.419
ABCB1	CYP2C8	9606.ENSP00000478255	9606.ENSP00000360317	0	0	0	0	0.062	0	0	0.684	0.691
ABCB1	HSP90AB1	9606.ENSP00000478255	9606.ENSP00000360609	0	0	0	0	0	0.091	0	0.378	0.410
ABCB1	ABL1	9606.ENSP00000478255	9606.ENSP00000361423	0	0	0	0	0	0.060	0	0.417	0.429
ABCB1	FPGS	9606.ENSP00000478255	9606.ENSP00000362344	0	0	0	0	0.065	0	0	0.464	0.477
ABCB1	SRC	9606.ENSP00000478255	9606.ENSP00000362680	0	0	0	0	0	0.060	0	0.395	0.407
ABCB1	UGCG	9606.ENSP00000478255	9606.ENSP00000363397	0	0	0	0	0	0.056	0	0.414	0.423
ABCB1	SLC15A1	9606.ENSP00000478255	9606.ENSP00000365686	0	0	0	0	0.058	0.064	0	0.546	0.564
ABCB1	MTHFR	9606.ENSP00000478255	9606.ENSP00000365777	0.044	0	0	0	0	0	0	0.553	0.555
ABCB1	SLC29A1	9606.ENSP00000478255	9606.ENSP00000377424	0	0	0	0	0	0	0	0.494	0.494
ABCB1	VKORC1	9606.ENSP00000478255	9606.ENSP00000378426	0	0	0	0	0	0	0	0.557	0.557
ABCB1	SULT1A1	9606.ENSP00000478255	9606.ENSP00000378972	0	0	0	0	0.062	0	0	0.395	0.408
ABCB1	GSTP1	9606.ENSP00000478255	9606.ENSP00000381607	0	0	0	0	0	0	0	0.595	0.595
ABCB1	ABCC1	9606.ENSP00000478255	9606.ENSP00000382342	0	0	0	0.591	0.051	0.056	0	0.924	0.417
ABCB1	IL6	9606.ENSP00000478255	9606.ENSP00000385675	0	0	0	0	0	0	0	0.419	0.419
ABCB1	OPRM1	9606.ENSP00000478255	9606.ENSP00000394624	0	0	0	0	0	0	0	0.636	0.636
ABCB1	DHFR	9606.ENSP00000478255	9606.ENSP00000396308	0	0	0	0	0.063	0	0	0.473	0.485
ABCB1	CD44	9606.ENSP00000478255	9606.ENSP00000398632	0	0	0	0	0	0	0	0.658	0.658
ABCB1	TNF	9606.ENSP00000478255	9606.ENSP00000398698	0	0	0	0	0	0	0	0.455	0.455
ABCB1	ESR1	9606.ENSP00000478255	9606.ENSP00000405330	0	0	0	0	0	0.056	0	0.470	0.478
ABCB1	HRAS	9606.ENSP00000478255	9606.ENSP00000407586	0	0	0	0	0	0.056	0	0.408	0.417
ABCB1	SLC2A1	9606.ENSP00000478255	9606.ENSP00000416293	0	0	0	0	0.059	0	0	0.444	0.454
ABCB1	SLC15A2	9606.ENSP00000478255	9606.ENSP00000417085	0	0	0	0	0.058	0.064	0	0.487	0.509
ABCB1	ATP2C1	9606.ENSP00000478255	9606.ENSP00000421326	0	0	0	0	0.052	0.063	0	0.672	0.683
ABCB1	HTR2A	9606.ENSP00000478255	9606.ENSP00000437737	0	0	0	0	0	0	0	0.402	0.402
ABCB1	HIF1A	9606.ENSP00000478255	9606.ENSP00000437955	0	0	0	0	0.054	0	0	0.598	0.603
ABCB1	SLC16A1	9606.ENSP00000478255	9606.ENSP00000441065	0	0	0	0	0.063	0	0	0.387	0.401
ABCB1	NR1H4	9606.ENSP00000478255	9606.ENSP00000447149	0	0	0	0	0.091	0.056	0	0.366	0.408
ABCB1	AKT1	9606.ENSP00000478255	9606.ENSP00000451828	0	0	0	0	0.062	0.060	0	0.620	0.636
ABCB1	CYP1B1	9606.ENSP00000478255	9606.ENSP00000478561	0	0	0	0	0.056	0	0	0.473	0.481
ABCB11	SULT2A1	9606.ENSP00000263817	9606.ENSP00000222002	0	0	0	0	0.077	0	0	0.660	0.672
ABCB11	APOA1	9606.ENSP00000263817	9606.ENSP00000236850	0	0	0	0	0.093	0	0	0.436	0.467
ABCB11	ABCG2	9606.ENSP00000263817	9606.ENSP00000237612	0	0	0	0.560	0.062	0.135	0	0.765	0.434
ABCB11	CANX	9606.ENSP00000263817	9606.ENSP00000247461	0	0	0	0	0	0	0	0.445	0.445
ABCB11	SLCO1B1	9606.ENSP00000263817	9606.ENSP00000256958	0	0	0	0	0.187	0	0	0.831	0.856
ABCB11	CYP27A1	9606.ENSP00000263817	9606.ENSP00000258415	0	0	0	0	0.065	0	0	0.695	0.703
ABCB11	BAAT	9606.ENSP00000263817	9606.ENSP00000259407	0	0	0	0	0.085	0	0	0.722	0.735
ABCB11	CYP2C9	9606.ENSP00000263817	9606.ENSP00000260682	0	0	0	0	0.090	0	0	0.470	0.497
ABCB11	PPIG	9606.ENSP00000263817	9606.ENSP00000260970	0	0	0	0	0	0.056	0	0.571	0.578
ABCB11	SCARB1	9606.ENSP00000263817	9606.ENSP00000261693	0	0	0	0	0.062	0	0	0.534	0.544
ABCB11	VDR	9606.ENSP00000263817	9606.ENSP00000447173	0	0	0	0	0	0.056	0	0.390	0.400
ABCB11	ABCC3	9606.ENSP00000263817	9606.ENSP00000285238	0	0	0	0.573	0.065	0.056	0	0.828	0.402
ABCB11	CPT1A	9606.ENSP00000263817	9606.ENSP00000265641	0	0	0	0	0.062	0	0	0.399	0.413
ABCB11	RXRA	9606.ENSP00000263817	9606.ENSP00000419692	0	0	0	0	0.062	0.056	0	0.391	0.414
ABCB11	ABCC2	9606.ENSP00000263817	9606.ENSP00000359478	0	0	0	0.584	0.084	0.056	0	0.882	0.427
ABCB11	CYP2C8	9606.ENSP00000263817	9606.ENSP00000360317	0	0	0	0	0.096	0	0	0.396	0.431
ABCB11	TBXAS1	9606.ENSP00000263817	9606.ENSP00000389414	0	0	0	0	0.052	0	0	0.429	0.436
ABCB11	FNTA	9606.ENSP00000263817	9606.ENSP00000303423	0	0	0	0	0	0.169	0	0.361	0.446
ABCB11	CYP1A2	9606.ENSP00000263817	9606.ENSP00000342007	0	0	0	0	0	0	0	0.462	0.462
ABCB11	ALB	9606.ENSP00000263817	9606.ENSP00000295897	0	0	0	0	0.107	0	0	0.427	0.466
ABCB11	CROT	9606.ENSP00000263817	9606.ENSP00000413575	0	0	0	0	0.062	0	0	0.492	0.503
ABCB11	HMGCR	9606.ENSP00000263817	9606.ENSP00000287936	0	0	0	0	0	0.126	0	0.485	0.530
ABCB11	PPARA	9606.ENSP00000263817	9606.ENSP00000385523	0	0	0	0	0.065	0.056	0	0.511	0.531
ABCB11	GGT1	9606.ENSP00000263817	9606.ENSP00000383232	0	0	0	0	0	0	0	0.553	0.553
ABCB11	GPT	9606.ENSP00000263817	9606.ENSP00000378408	0	0	0	0	0	0	0	0.572	0.572
ABCB11	NPC1L1	9606.ENSP00000263817	9606.ENSP00000289547	0	0	0	0	0.062	0.131	0	0.519	0.574
ABCB11	FGFR4	9606.ENSP00000263817	9606.ENSP00000292408	0	0	0	0	0.065	0	0	0.568	0.578
ABCB11	CYP3A4	9606.ENSP00000263817	9606.ENSP00000337915	0	0	0	0	0.086	0	0	0.611	0.629
ABCB11	SLCO2B1	9606.ENSP00000263817	9606.ENSP00000289575	0	0	0	0	0.064	0	0	0.670	0.677
ABCB11	FABP6	9606.ENSP00000263817	9606.ENSP00000377549	0	0	0	0	0	0	0	0.686	0.686
ABCB11	NR1I2	9606.ENSP00000263817	9606.ENSP00000336528	0	0	0	0	0.113	0.056	0	0.702	0.729
ABCB11	NR1H4	9606.ENSP00000263817	9606.ENSP00000447149	0	0	0	0	0.105	0.281	0	0.862	0.903
ABCB5	SLC32A1	9606.ENSP00000384881	9606.ENSP00000217420	0	0	0	0	0	0.058	0	0.406	0.416
ABCB5	APOA1	9606.ENSP00000384881	9606.ENSP00000236850	0	0	0	0	0.062	0	0	0.655	0.662
ABCB5	ABCG2	9606.ENSP00000384881	9606.ENSP00000237612	0	0	0	0.554	0.062	0.135	0	0.765	0.438
ABCB5	LRP1	9606.ENSP00000384881	9606.ENSP00000243077	0	0	0	0	0	0	0	0.462	0.463
ABCB5	NR1H2	9606.ENSP00000384881	9606.ENSP00000253727	0	0	0	0	0	0.056	0	0.512	0.519
ABCB5	TYR	9606.ENSP00000384881	9606.ENSP00000263321	0	0	0	0	0.077	0	0	0.441	0.463
ABCB5	ALDH1A1	9606.ENSP00000384881	9606.ENSP00000297785	0	0	0	0	0.066	0	0	0.426	0.441
ABCB5	FNTA	9606.ENSP00000384881	9606.ENSP00000303423	0	0	0	0	0	0.169	0	0.361	0.446
ABCB5	NR1I2	9606.ENSP00000384881	9606.ENSP00000336528	0	0	0	0	0.062	0.056	0	0.430	0.451
ABCB5	KCNJ11	9606.ENSP00000384881	9606.ENSP00000345708	0	0	0	0	0	0.148	0	0.747	0.775
ABCB5	SLC6A9	9606.ENSP00000384881	9606.ENSP00000353791	0	0	0	0	0	0	0	0.633	0.633
ABCB5	DDX6	9606.ENSP00000384881	9606.ENSP00000478754	0	0	0	0	0.062	0.057	0	0.436	0.458
ABCB5	CD44	9606.ENSP00000384881	9606.ENSP00000398632	0	0	0	0	0	0.239	0	0.458	0.569
ABCC1	SLC22A4	9606.ENSP00000382342	9606.ENSP00000200652	0	0	0	0	0.062	0.064	0	0.424	0.450
ABCC1	GSR	9606.ENSP00000382342	9606.ENSP00000221130	0	0	0	0	0.094	0.137	0	0.385	0.477
ABCC1	CYP3A5	9606.ENSP00000382342	9606.ENSP00000222982	0	0	0	0	0.063	0	0	0.464	0.476
ABCC1	GAPDH	9606.ENSP00000382342	9606.ENSP00000229239	0	0	0	0	0.074	0	0	0.473	0.492
ABCC1	GCLC	9606.ENSP00000382342	9606.ENSP00000229416	0	0	0	0	0.065	0	0	0.496	0.509
ABCC1	ABCG2	9606.ENSP00000382342	9606.ENSP00000237612	0	0	0	0	0.062	0.135	0	0.923	0.932
ABCC1	SLC22A5	9606.ENSP00000382342	9606.ENSP00000245407	0	0	0	0	0.062	0.064	0	0.425	0.451
ABCC1	SLCO1B1	9606.ENSP00000382342	9606.ENSP00000256958	0	0	0	0	0.062	0	0	0.611	0.619
ABCC1	PPIG	9606.ENSP00000382342	9606.ENSP00000260970	0	0	0	0	0	0.060	0	0.415	0.426
ABCC1	TP53	9606.ENSP00000382342	9606.ENSP00000269305	0	0	0	0	0	0	0	0.460	0.459
ABCC1	ERBB2	9606.ENSP00000382342	9606.ENSP00000269571	0	0	0	0	0	0	0	0.417	0.417
ABCC1	SOD1	9606.ENSP00000382342	9606.ENSP00000270142	0	0	0	0	0	0.131	0	0.387	0.445
ABCC1	EGFR	9606.ENSP00000382342	9606.ENSP00000275493	0	0	0	0	0	0	0	0.478	0.478
ABCC1	SLCO2B1	9606.ENSP00000382342	9606.ENSP00000289575	0	0	0	0	0.062	0	0	0.610	0.619
ABCC1	ALB	9606.ENSP00000382342	9606.ENSP00000295897	0	0	0	0	0.063	0	0	0.403	0.417
ABCC1	ALDH1A1	9606.ENSP00000382342	9606.ENSP00000297785	0	0	0	0	0.063	0	0	0.400	0.414
ABCC1	SLC22A11	9606.ENSP00000382342	9606.ENSP00000301891	0	0	0	0	0.062	0.064	0	0.402	0.429
ABCC1	CTLA4	9606.ENSP00000382342	9606.ENSP00000303939	0	0	0	0	0	0	0	0.447	0.447
ABCC1	CASP3	9606.ENSP00000382342	9606.ENSP00000311032	0	0	0	0	0.057	0	0	0.412	0.422
ABCC1	TYMS	9606.ENSP00000382342	9606.ENSP00000315644	0	0	0	0	0.062	0	0	0.493	0.504
